season,teamA_id,teamB_id,teamA_seed,teamB_seed,seed_diff,daynum,score_margin,game_result,total_points,teamA_score,teamB_score,a_adj_o,a_adj_d,a_adj_em,a_barthag,a_adj_t,a_wab,b_adj_o,b_adj_d,b_adj_em,b_barthag,b_adj_t,b_wab,a_coach_appearances,a_coach_tourn_wins,a_coach_final_fours,a_coach_win_rate,b_coach_appearances,b_coach_tourn_wins,b_coach_final_fours,b_coach_win_rate,adj_o_diff,adj_d_diff,adj_em_diff,barthag_diff,adj_t_diff,wab_diff,coach_appearances_diff,coach_tourn_wins_diff,coach_final_fours_diff,coach_win_rate_diff,a_close_win_pct,a_last15_win_pct,a_sos,b_close_win_pct,b_last15_win_pct,b_sos,close_win_pct_diff,last15_win_pct_diff,sos_diff,a_ft_pct,a_ast_rate,a_blk_rate,a_stl_rate,b_ft_pct,b_ast_rate,b_blk_rate,b_stl_rate,ft_pct_diff,ast_rate_diff,blk_rate_diff,stl_rate_diff,seed_disagreement
2011,1155,1412,12,12,0,134,18,1,122,70,52,110.45187051250304,91.79792871085854,18.653941801644493,0.8935366448957063,,0.5148401944197085,108.3838682996048,96.7078266534872,11.676041646117596,0.7876514490817546,,-0.0692343340935996,3,0,0,0.0,4,7,1,0.6363636363636364,2.068002212898236,-4.90989794262866,6.977900155526896,0.1058851958139517,,0.5840745285133081,-1,-7,-1,-0.6363636363636364,0.1428571428571428,0.5333333333333333,0.5433747853239819,0.5714285714285714,0.7333333333333333,0.5368593368159335,-0.4285714285714286,-0.19999999999999996,0.006515448508048416,0.6928895612708018,0.539533478620287,0.0924372154125,0.1523123964382499,0.7193675889328063,0.5494345306278603,0.0582225084033424,0.1017298871718946,-0.026478027662004466,-0.009901052007573297,0.034214707009157595,0.0505825092663553,8.499381508950353
2011,1421,1114,16,16,0,134,4,1,158,81,77,99.81299799496038,100.07736553847796,-0.2643675435175794,0.4923958462510471,,-7.998395978177534,100.8950220006774,105.81551045573909,-4.920488455061687,0.3664237321444535,,-10.904558782761294,1,1,0,0.5,0,0,0,0.0,-1.0820240057170167,-5.738144917261124,4.656120911544107,0.1259721141065936,,2.90616280458376,1,1,0,0.5,0.3,0.6666666666666666,0.4752048649845982,0.6363636363636364,0.5333333333333333,0.4779053284828541,-0.33636363636363636,0.1333333333333333,-0.002700463498255923,0.7004405286343612,0.5572182479116043,0.0798678830519805,0.1635668717321061,0.6944818304172274,0.510086696758584,0.0469324227512743,0.1129153344607053,0.0059586982171337954,0.04713155115302037,0.0329354603007062,0.0506515372714008,6.177602264967565
2011,1427,1106,16,16,0,135,9,1,131,70,61,102.89898470285732,105.69487117817556,-2.795886475318241,0.4235300311022595,,-9.077428811539349,92.64858728474005,106.71342582452978,-14.064838539789733,0.1644707457520856,,-12.891932607242572,0,0,0,0.0,1,0,0,0.0,10.250397418117274,-1.018554646354218,11.268952064471492,0.2590592853501739,,3.8145037957032226,-1,0,0,0.0,0.5714285714285714,0.6666666666666666,0.438388776581692,0.3333333333333333,0.8,0.413051678174205,0.23809523809523808,-0.13333333333333341,0.02533709840748699,0.7196969696969697,0.541823733217676,0.042617528882354,0.1224347666805941,0.6089171974522293,0.5502586242634445,0.09047078208695,0.1512768504830629,0.11077977224474045,-0.008434891045768556,-0.047853253204596005,-0.028842083802468818,12.790433417894949
2011,1433,1425,11,11,0,135,13,1,105,59,46,112.62979460442575,99.8674204523314,12.762374152094353,0.7994758951877573,,-1.9298516405426047,107.87391168928042,93.62901584595464,14.24489584332578,0.835986175938217,,-1.7141448251160714,0,0,0,0.0,3,2,0,0.4,4.755882915145335,6.238404606376761,-1.482521691231426,-0.0365102807504597,,-0.2157068154265333,-3,-2,0,-0.4,0.5714285714285714,0.6,0.5343099311763552,0.4545454545454545,0.6,0.5619162326001624,0.11688311688311692,0.0,-0.027606301423807267,0.7189728958630528,0.5816352772061828,0.0682439957917636,0.1619548232700523,0.6532905296950241,0.5021849778123034,0.0555042434236491,0.1147750493673543,0.0656823661680287,0.07945029939387938,0.012739752368114504,0.04717977390269801,0.038959662192031175
2011,1139,1330,8,9,-1,136,2,1,118,60,58,112.20069967545216,95.96607159860103,16.234628076851124,0.8578305573642172,,-0.37635214905385,109.9336460090002,96.35002293167464,13.583623077325557,0.8200560572818162,,2.36070336641678,3,6,1,0.6666666666666666,5,1,0,0.1666666666666666,2.2670536664519574,-0.383951333073611,2.6510049995255685,0.037774500082401,,-2.73705551547063,-2,5,1,0.5,0.5,0.7333333333333333,0.538254501628417,0.75,0.8666666666666667,0.5383292622659521,-0.25,-0.13333333333333341,-7.476063753508733e-05,0.7278195488721805,0.5010471579685052,0.0292359420346795,0.115491954992856,0.6636363636363637,0.6053562074861372,0.0827417014033319,0.1334239554512158,0.06418318523581679,-0.10430904951763198,-0.0535057593686524,-0.017932000458359798,2.414329148535404
2011,1140,1459,3,14,-11,136,8,1,140,74,66,117.18712037111756,95.2338938379332,21.953226533184363,0.9157160452780542,,7.242325223097608,112.32862594374043,103.4395564088729,8.88906953486753,0.7207278451705897,,-4.524926001021667,4,1,0,0.2,1,0,0,0.0,4.858494427377124,-8.205662570939708,13.064156998316832,0.1949882001074644,,11.767251224119274,3,1,0,0.2,0.8787878787878788,0.8,0.5722159265315504,0.5,0.8,0.4860334888834692,0.3787878787878788,0.0,0.0861824376480812,0.7557251908396947,0.5190843618824575,0.072073296499105,0.1378276786161017,0.6909814323607427,0.5499407858201824,0.0480530590849895,0.1315259217269087,0.06474375847895197,-0.03085642393772481,0.024020237414115506,0.0063017568891930165,-4.754090896809551
2011,1153,1281,6,11,-5,136,15,1,141,78,63,111.43770280258248,92.64336714513846,18.794335657444023,0.8932279946462905,,3.22465684393209,113.71592102250028,98.28943141689848,15.426489605601802,0.8424470821864939,,1.3173440169002646,2,0,0,0.0,5,7,0,0.5833333333333334,-2.278218219917804,-5.646064271760025,3.3678460518422213,0.0507809124597966,,1.9073128270318256,-3,-7,0,-0.5833333333333334,0.6666666666666666,0.6,0.5199683609960105,0.6666666666666666,0.5333333333333333,0.5471628274106799,0.0,0.06666666666666665,-0.027194466414669383,0.6657223796033994,0.5842268635331133,0.0744571736594666,0.1510766419459245,0.735632183908046,0.5588136550335769,0.0878032044862296,0.1747117945061576,-0.06990980430464655,0.02541320849953632,-0.013346030826763,-0.023635152560233103,-3.9014586168024312
2011,1163,1137,3,14,-11,136,29,1,133,81,52,115.78348267413064,93.6180427848646,22.16543988926604,0.9201021732419892,,6.765291995660396,104.28215510304096,98.06022526593034,6.221929837110622,0.6698400795075508,,-2.105743035170475,18,42,2,0.7241379310344828,0,0,0,0.0,11.501327571089677,-4.442182481065743,15.943510052155418,0.2502620937344384,,8.871035030830871,18,42,2,0.7241379310344828,0.75,0.6,0.6015791209912128,0.7,0.9333333333333332,0.4547152556030265,0.050000000000000044,-0.33333333333333326,0.1468638653881863,0.7548476454293629,0.4995425376749889,0.0915033626779039,0.1116757698916682,0.7864077669902912,0.6006020304579713,0.0565512401631083,0.0872153680159193,-0.031560121560928356,-0.10105949278298243,0.034952122514795604,0.02446040187574891,-1.8747378429709656
2011,1196,1364,2,15,-13,136,28,1,130,79,51,116.4213206047546,95.39572306934608,21.02559753540852,0.9080948947242672,,5.234934664917259,102.68331949703494,100.70240331430853,1.9809161827264177,0.5557720046844923,,-6.6796855347790025,10,22,3,0.7333333333333333,2,0,0,0.0,13.738001107719654,-5.30668024496245,19.044681352682105,0.3523228900397749,,11.914620199696262,8,22,3,0.7333333333333333,0.6666666666666666,0.8,0.6049021696651192,0.1428571428571428,0.5333333333333333,0.4791034198126849,0.5238095238095238,0.2666666666666667,0.12579874985243433,0.6666666666666666,0.5329609218321314,0.0642296458856938,0.1081069139704319,0.7653429602888087,0.6073505193144809,0.0772382196771349,0.1405449384193142,-0.09867629362214203,-0.07438959748234952,-0.013008573791441103,-0.0324380244488823,-2.289880951271524
2011,1385,1211,6,11,-5,136,-15,0,157,71,86,112.19466325752552,94.9456954637945,17.248967793731026,0.8721048364453803,,3.077901814281415,111.72250005533208,94.41785771581029,17.30464233952179,0.8738360770748272,,0.3552871225160603,6,11,0,0.6470588235294118,11,12,0,0.5217391304347826,0.4721632021934425,0.5278377479842078,-0.0556745457907652,-0.0017312406294469,,2.7226146917653544,-5,-1,0,0.1253196930946292,0.6666666666666666,0.6666666666666666,0.600129404895104,0.5,0.7333333333333333,0.5166809905042847,0.16666666666666663,-0.06666666666666665,0.08344841439081929,0.7109375,0.5118278811380832,0.0546554000538158,0.1619234132122006,0.7594594594594595,0.5635992900399852,0.064853415234955,0.1359255383863982,-0.048521959459459474,-0.051771408901902016,-0.010198015181139199,0.025997874825802403,-7.324979214435418
